date_added,Action & Adventure,Anime Features,Children & Family Movies,Classic Movies,Comedies,Cult Movies,Documentaries,Dramas,Faith & Spirituality,Horror Movies,Independent Movies,International Movies,LGBTQ Movies,Movies,Music & Musicals,Romantic Movies,Sci-Fi & Fantasy,Sports Movies,Stand-Up Comedy,Thrillers
2020-10-20,638,48,477,88,1304,52,754,1923,56,283,650,2254,76,50,302,465,203,184,317,443
2020-10-21,638,48,477,88,1304,52,755,1924,56,283,650,2255,76,50,302,466,203,184,317,444
2020-10-22,638,48,477,88,1306,52,756,1929,56,284,652,2258,76,50,303,468,203,184,317,444
2020-10-23,638,48,478,88,1307,52,756,1930,56,284,652,2259,77,50,304,468,203,184,317,445
2020-10-24,639,48,478,88,1307,52,756,1932,56,284,653,2259,77,50,305,468,203,184,317,445
2020-10-25,639,48,478,88,1308,52,756,1932,56,284,653,2260,77,50,306,468,203,184,317,445
2020-10-27,639,48,478,88,1309,52,757,1932,56,284,653,2261,77,50,306,468,203,185,317,445
2020-10-28,639,48,478,88,1310,52,758,1932,56,285,653,2263,77,50,307,469,203,185,317,445
2020-10-29,639,48,478,88,1310,52,758,1932,56,286,653,2264,77,50,307,469,203,185,317,445
2020-10-30,639,48,478,88,1310,52,758,1935,56,289,655,2268,77,50,307,469,203,185,317,447
2020-10-31,640,48,478,88,1310,52,758,1936,56,289,655,2269,77,50,307,469,203,185,317,447
2020-11-01,646,48,485,90,1318,53,758,1944,56,291,656,2269,77,50,307,471,204,187,317,450
2020-11-02,646,48,485,90,1318,53,758,1944,56,291,656,2269,77,50,307,471,205,187,317,451
2020-11-03,646,48,485,90,1318,53,760,1945,56,291,656,2271,77,50,307,471,205,187,318,451
2020-11-04,646,48,485,90,1319,53,760,1948,56,291,656,2272,77,50,307,473,205,187,318,451
2020-11-05,646,48,486,90,1321,53,760,1951,56,291,656,2274,78,50,307,478,205,187,318,451
2020-11-06,646,48,487,90,1322,53,760,1954,56,291,657,2277,78,50,307,478,205,187,318,451
2020-11-11,646,48,487,90,1322,53,761,1955,56,291,657,2279,78,50,307,478,205,187,318,451
2020-11-12,646,48,487,90,1323,53,761,1959,56,292,658,2283,79,50,307,480,205,187,318,451
2020-11-13,646,48,489,92,1326,53,762,1960,56,292,660,2285,79,50,308,480,205,187,318,451
2020-11-14,646,48,489,92,1326,53,762,1960,56,292,660,2285,79,50,308,480,205,187,318,452
2020-11-15,646,48,491,93,1328,53,762,1960,56,292,660,2285,79,50,309,482,205,187,318,452
2020-11-16,646,48,491,93,1328,53,763,1961,56,292,660,2285,79,50,309,483,205,187,318,452
2020-11-17,646,48,491,93,1328,53,763,1962,56,292,660,2286,79,50,309,483,205,187,319,452
2020-11-19,648,48,492,93,1333,53,763,1968,56,292,660,2296,79,50,310,485,205,187,319,454
2020-11-20,648,48,494,93,1334,53,763,1969,56,292,660,2297,79,50,310,485,205,187,319,455
2020-11-22,649,48,495,93,1334,53,763,1969,56,292,660,2297,79,50,311,485,205,187,319,455
2020-11-23,651,48,495,93,1335,53,764,1969,56,292,660,2298,79,50,312,485,205,187,319,455
2020-11-24,651,48,496,93,1336,53,764,1971,56,294,660,2301,79,50,312,485,205,187,319,457
2020-11-25,651,48,497,93,1337,53,764,1971,56,295,660,2301,79,50,313,485,205,187,319,457
2020-11-26,652,48,497,93,1339,53,764,1972,56,295,660,2304,80,50,313,486,205,187,320,457
2020-11-27,653,48,499,93,1339,53,765,1972,56,296,660,2307,80,50,313,486,205,187,320,458
2020-11-30,654,48,500,93,1339,53,765,1973,56,296,660,2308,80,50,313,486,205,187,320,459
2020-12-01,659,48,502,93,1347,53,765,1974,56,297,661,2310,80,50,313,490,205,187,320,461
2020-12-02,659,48,503,93,1348,53,765,1975,56,297,661,2311,80,50,313,490,205,187,322,461
2020-12-03,659,48,504,93,1351,53,765,1978,56,297,661,2315,80,50,313,491,205,187,322,461
2020-12-04,659,48,506,93,1354,53,765,1980,56,297,662,2317,80,50,313,491,205,187,322,462
2020-12-05,659,48,507,93,1354,53,765,1980,56,297,662,2317,80,50,313,491,205,187,322,462
2020-12-07,660,48,508,94,1354,53,765,1982,56,297,662,2317,80,50,313,491,205,187,322,462
2020-12-08,660,48,511,94,1355,53,767,1983,56,297,662,2319,80,50,314,491,205,187,322,463
2020-12-09,660,48,511,94,1356,53,767,1985,56,297,663,2321,80,50,314,491,205,187,322,463
2020-12-10,660,48,511,94,1357,53,767,1987,56,297,663,2324,82,50,314,493,205,187,322,463
2020-12-11,660,48,513,94,1358,53,768,1989,56,297,663,2325,83,50,315,493,205,188,322,463
2020-12-13,660,48,513,94,1359,53,768,1989,56,297,663,2325,83,50,315,493,205,188,322,463
2020-12-14,660,48,513,94,1360,53,768,1989,56,297,663,2325,83,50,315,494,205,188,322,463
2020-12-15,660,48,513,94,1360,53,768,1991,56,297,665,2325,83,50,315,494,205,189,322,463
2020-12-16,660,48,513,94,1360,53,768,1994,56,298,665,2326,84,50,315,494,205,189,323,465
2020-12-17,661,48,513,94,1362,53,768,1997,56,298,665,2331,84,50,315,498,205,189,323,465
2020-12-18,661,48,514,94,1364,53,769,2001,56,298,666,2333,84,50,317,499,205,189,323,465
2020-12-19,661,48,514,94,1364,53,769,2002,56,298,666,2333,84,50,317,499,205,189,323,465
2020-12-20,661,48,514,94,1365,53,769,2002,56,298,666,2334,84,50,317,499,205,189,324,465
2020-12-21,661,48,514,94,1366,53,770,2002,56,298,666,2334,84,50,318,499,205,189,324,465
2020-12-22,661,48,515,94,1367,53,770,2003,56,298,666,2334,84,50,319,500,205,189,325,465
2020-12-23,662,48,515,94,1368,53,770,2005,56,298,667,2335,85,50,319,500,205,189,325,465
2020-12-24,662,48,516,94,1369,53,770,2008,56,298,667,2338,85,50,319,501,205,189,325,465
2020-12-25,662,48,517,94,1371,53,770,2009,56,298,667,2340,85,50,319,502,205,189,325,465
2020-12-26,662,48,518,94,1371,53,770,2010,56,298,667,2341,85,50,319,502,205,189,325,465
2020-12-27,662,48,518,94,1372,53,770,2010,56,298,667,2341,85,50,319,502,205,189,325,465
2020-12-28,662,48,519,94,1373,53,770,2011,56,298,667,2341,85,50,319,502,205,189,325,465
2020-12-30,662,48,519,94,1373,53,770,2011,56,299,667,2342,85,50,319,502,205,189,325,465
2020-12-31,663,48,519,94,1375,53,770,2015,57,299,667,2344,86,50,319,502,205,189,326,465
2021-01-01,674,48,523,99,1395,55,773,2030,57,301,672,2345,86,50,319,508,205,190,327,469
2021-01-02,675,48,523,99,1396,55,773,2030,57,301,672,2346,86,50,319,508,205,190,327,469
2021-01-03,675,48,523,99,1397,55,773,2030,57,301,672,2346,86,50,319,509,205,191,327,469
2021-01-04,676,48,523,99,1398,55,773,2030,57,301,672,2347,86,50,319,509,205,191,327,469
2021-01-05,676,48,523,99,1398,55,773,2031,57,301,672,2347,86,50,319,509,205,191,327,470
2021-01-06,676,48,523,99,1398,55,775,2031,57,301,672,2349,86,50,320,509,205,192,327,470
2021-01-07,676,48,524,99,1399,55,775,2033,57,301,672,2350,86,50,320,509,205,192,327,470
2021-01-08,676,48,525,99,1402,55,776,2037,57,301,673,2355,86,50,320,510,205,192,327,470
2021-01-10,676,48,525,99,1403,56,776,2038,57,301,673,2355,86,50,320,510,205,192,327,470
2021-01-11,676,48,525,99,1404,56,777,2039,57,301,673,2356,86,50,320,510,205,192,327,470
2021-01-12,676,48,525,99,1404,56,777,2039,57,301,673,2357,86,50,320,510,205,192,328,471
2021-01-13,676,48,525,99,1404,56,777,2040,57,301,673,2357,86,50,320,510,205,192,328,472
2021-01-14,676,48,525,99,1405,56,777,2042,57,301,673,2359,86,50,320,510,205,192,328,472
2021-01-15,677,48,528,99,1407,56,778,2045,57,301,673,2361,87,50,320,510,205,192,328,473
2021-01-16,677,48,528,99,1407,56,778,2047,57,302,674,2361,87,50,320,510,206,192,328,473
2021-01-18,678,48,528,99,1407,56,778,2047,57,302,674,2361,87,50,320,510,206,192,328,473
2021-01-20,678,48,528,99,1407,56,778,2048,57,302,674,2361,87,50,320,510,206,192,328,474
2021-01-21,678,48,528,99,1408,56,778,2049,57,302,674,2361,87,50,320,510,206,192,328,474
2021-01-22,678,48,528,99,1409,56,778,2051,57,302,674,2362,88,50,320,510,206,192,328,475
2021-01-26,678,48,528,99,1410,56,778,2053,57,302,674,2365,88,50,320,512,206,192,328,475
2021-01-27,678,48,529,99,1411,56,779,2055,57,302,675,2366,88,50,320,512,206,193,328,475
2021-01-28,678,48,530,99,1411,56,779,2056,57,302,675,2367,88,50,320,512,206,193,328,475
2021-01-29,679,48,531,99,1412,56,779,2057,57,302,675,2369,88,50,320,512,206,193,328,475
2021-01-31,679,48,531,99,1412,56,779,2058,58,303,675,2369,88,50,320,512,206,193,328,475
2021-02-01,680,48,532,99,1413,56,779,2060,58,303,675,2370,88,50,320,512,207,193,328,477
2021-02-02,680,48,532,99,1413,56,779,2061,59,303,675,2371,88,50,320,512,207,193,328,477
2021-02-03,681,48,532,99,1414,56,779,2062,59,303,675,2373,88,50,320,512,207,193,328,477
2021-02-05,683,48,532,99,1414,56,780,2067,59,303,677,2378,88,50,320,513,207,193,329,477
2021-02-07,684,48,532,99,1414,56,780,2067,59,303,677,2379,88,50,320,513,207,193,329,477
2021-02-08,684,48,532,99,1415,56,780,2068,59,303,677,2379,88,50,320,513,207,193,329,477
2021-02-10,684,48,532,99,1416,56,780,2069,59,303,677,2380,88,50,320,514,207,193,329,477
2021-02-11,684,48,532,99,1418,56,781,2072,59,303,678,2384,88,50,321,517,207,193,329,478
2021-02-12,684,48,533,99,1419,56,781,2073,59,303,678,2385,88,50,321,519,207,193,330,478
2021-02-13,684,48,533,99,1419,56,781,2074,59,303,679,2385,89,50,321,519,207,193,330,478
2021-02-14,684,48,533,99,1420,56,781,2075,59,303,679,2386,89,50,321,519,207,193,330,478
2021-02-15,684,48,533,99,1420,56,781,2075,59,303,679,2386,89,50,321,519,207,193,330,479
2021-02-16,685,48,535,99,1422,56,781,2077,59,303,679,2386,89,50,321,519,207,193,330,479
2021-02-17,685,48,535,99,1422,56,782,2077,59,303,679,2386,89,50,321,519,207,193,330,479
2021-02-18,685,48,535,99,1423,56,782,2078,59,304,680,2386,89,50,321,519,207,193,330,479
2021-02-19,685,48,535,99,1424,56,783,2079,59,304,681,2388,90,50,321,519,207,193,330,480
2021-02-20,685,48,535,99,1426,56,784,2082,59,304,682,2389,90,50,322,519,207,193,330,481
2021-02-21,685,48,535,99,1426,56,784,2082,59,306,682,2389,90,50,322,519,207,193,330,482
2021-02-23,685,48,535,99,1426,56,786,2083,59,306,682,2392,90,50,322,519,207,194,331,482
2021-02-24,685,48,535,99,1426,56,786,2084,59,306,682,2394,90,50,322,519,207,194,331,483
2021-02-25,685,48,535,99,1426,56,786,2085,59,306,682,2395,90,50,322,520,207,194,331,483
2021-02-26,686,48,536,99,1431,56,786,2090,59,306,686,2400,90,50,322,521,207,194,331,485
2021-03-01,689,48,537,101,1434,57,788,2094,59,306,686,2404,90,50,325,521,207,194,332,485
2021-03-02,690,48,537,101,1435,57,788,2095,59,306,686,2405,90,50,325,521,207,194,332,485
2021-03-03,690,48,537,101,1436,57,788,2096,59,306,686,2405,90,50,326,521,207,194,332,485
2021-03-04,691,48,537,101,1437,57,788,2097,59,306,686,2406,90,50,326,523,207,194,332,485
2021-03-05,692,48,537,101,1440,57,788,2100,59,306,687,2409,90,50,326,523,207,194,332,485
2021-03-08,692,48,537,101,1440,57,788,2101,59,306,688,2410,90,50,326,523,207,194,332,485
2021-03-11,692,48,537,101,1440,57,788,2103,59,307,690,2412,90,50,326,523,207,194,332,485
2021-03-12,692,48,538,101,1446,57,788,2108,59,307,691,2419,90,50,327,525,207,194,332,485
2021-03-14,692,48,538,101,1446,57,789,2108,59,307,691,2419,90,50,327,525,207,194,332,485
2021-03-15,692,48,539,101,1446,57,790,2110,59,307,691,2420,90,50,327,526,207,194,332,485
2021-03-16,692,48,539,101,1446,57,790,2112,59,307,691,2420,90,50,328,526,207,194,333,486
2021-03-17,692,48,539,101,1446,57,791,2113,59,307,691,2421,90,50,328,526,207,194,333,487
2021-03-18,694,48,539,101,1447,57,792,2114,59,307,691,2424,90,50,329,526,207,194,335,488
2021-03-19,695,48,539,101,1448,57,792,2114,59,307,691,2427,90,50,330,527,207,194,335,488
2021-03-20,696,48,539,101,1448,57,792,2115,59,308,691,2429,90,50,330,527,207,194,335,488
2021-03-22,696,48,539,101,1448,57,792,2116,59,308,692,2430,90,50,330,527,207,194,335,488
2021-03-23,696,48,539,101,1448,57,792,2116,59,308,692,2430,90,50,330,527,207,194,336,488
2021-03-24,696,48,539,101,1448,57,793,2116,59,308,692,2430,90,50,330,527,207,194,336,488
2021-03-25,696,48,540,101,1449,57,793,2117,59,308,692,2431,90,50,330,528,207,194,336,488
2021-03-26,696,48,541,101,1452,57,794,2121,60,308,693,2435,90,50,331,528,207,194,336,489
2021-03-28,696,48,541,101,1452,57,795,2122,60,308,693,2436,90,50,331,528,207,194,336,489
2021-03-29,696,48,541,101,1452,57,795,2123,60,308,693,2437,90,50,331,528,207,194,336,489
2021-03-30,696,48,542,101,1452,57,796,2123,60,308,693,2437,90,50,331,528,207,194,336,489
2021-03-31,696,48,542,101,1452,57,797,2124,60,308,693,2438,90,50,331,528,207,195,336,489
2021-04-01,709,48,542,102,1456,57,799,2132,60,311,694,2450,90,50,333,531,210,196,336,492
2021-04-02,711,48,544,102,1461,57,799,2137,61,311,695,2455,90,50,333,533,210,196,336,493
2021-04-03,711,48,545,102,1462,57,799,2137,61,311,695,2455,90,50,333,533,211,196,336,493
2021-04-04,711,48,545,102,1462,57,799,2138,61,312,695,2456,90,50,333,533,211,196,336,494
2021-04-05,711,48,545,102,1463,57,800,2139,61,312,695,2457,90,50,333,533,211,196,336,494
2021-04-06,711,48,546,102,1464,57,800,2139,61,312,695,2457,90,50,333,533,211,196,336,494
2021-04-07,711,48,546,102,1464,57,801,2139,61,312,695,2457,90,50,334,533,211,196,336,494
2021-04-08,711,48,546,102,1464,57,801,2140,61,312,695,2458,90,50,334,534,211,196,336,494
2021-04-09,712,48,546,102,1466,57,801,2143,61,313,695,2461,90,50,334,534,211,196,336,495
2021-04-10,712,48,546,102,1467,57,801,2143,61,313,695,2461,90,50,334,534,211,196,336,495
2021-04-12,713,49,546,102,1467,57,801,2143,61,313,695,2462,90,50,334,534,211,196,336,495
2021-04-13,713,49,553,102,1468,57,801,2143,61,313,695,2462,90,50,337,534,211,196,336,495
2021-04-14,713,49,553,102,1468,57,802,2145,61,313,695,2464,90,50,337,535,211,196,336,496
2021-04-15,714,50,553,102,1468,58,805,2148,61,314,696,2466,91,50,341,535,211,196,336,497
2021-04-16,716,50,556,102,1472,58,805,2155,61,315,697,2471,91,50,342,537,213,196,336,498
2021-04-17,717,50,556,102,1475,58,806,2160,61,315,698,2477,91,50,344,537,213,196,336,498
2021-04-19,717,50,556,102,1475,58,807,2160,61,315,698,2477,91,50,344,537,213,196,336,499
2021-04-20,717,50,562,102,1478,58,807,2160,61,315,698,2477,91,50,344,537,213,196,336,499
2021-04-21,717,50,562,102,1479,58,807,2161,61,315,698,2479,91,50,344,537,213,196,336,500
2021-04-22,718,50,562,102,1479,58,808,2162,61,316,698,2483,91,50,344,537,213,196,336,502
2021-04-23,719,50,562,102,1493,58,809,2166,61,316,699,2501,91,50,346,541,213,196,336,502
2021-04-24,720,50,562,102,1494,58,809,2168,61,316,700,2502,91,50,346,541,213,196,336,502
2021-04-27,721,50,562,102,1494,58,809,2170,61,316,700,2503,91,50,346,541,214,196,336,503
2021-04-28,721,50,562,102,1495,58,809,2170,61,316,700,2504,91,50,346,541,214,196,336,503
2021-04-29,721,50,562,102,1495,58,809,2170,61,317,700,2504,91,50,346,541,214,196,336,504
2021-04-30,721,50,563,102,1496,58,809,2172,61,318,701,2506,91,50,346,541,214,196,336,504
2021-05-01,732,50,572,102,1509,58,809,2181,61,319,703,2508,91,50,348,543,217,198,336,507
2021-05-04,732,50,572,102,1509,58,809,2182,61,319,704,2508,91,50,348,543,217,198,336,508
2021-05-05,732,50,572,102,1509,58,810,2183,61,319,704,2508,91,50,348,543,217,198,336,508
2021-05-06,733,50,572,102,1509,58,810,2184,61,319,704,2509,91,50,348,543,217,198,336,509
2021-05-07,733,50,572,102,1510,58,812,2188,61,319,705,2512,91,50,348,544,217,198,336,509
2021-05-08,735,50,572,102,1510,58,812,2189,61,319,705,2513,91,50,348,544,217,198,336,509
2021-05-09,735,50,572,102,1510,58,812,2190,61,319,705,2514,91,50,348,544,217,198,336,510
2021-05-10,735,50,572,102,1510,58,812,2190,61,319,706,2514,91,50,348,544,217,198,336,511
2021-05-11,735,50,572,102,1511,58,812,2192,61,319,706,2516,91,50,348,544,217,198,336,511
2021-05-12,735,50,572,102,1511,58,812,2194,61,319,707,2518,91,50,348,544,217,198,336,512
2021-05-13,735,50,572,102,1511,58,813,2195,61,319,709,2521,91,50,349,544,217,198,336,513
2021-05-14,735,50,573,102,1515,58,813,2199,61,320,710,2526,91,50,349,544,217,198,336,517
2021-05-15,735,50,573,102,1515,58,813,2201,61,320,711,2528,91,50,349,545,217,198,336,517
2021-05-16,735,50,573,102,1515,58,813,2202,61,320,712,2528,91,50,349,545,218,198,336,517
2021-05-18,735,50,573,102,1516,58,814,2203,61,320,712,2529,91,50,349,545,218,198,336,517
2021-05-19,736,50,573,102,1516,58,815,2204,61,320,712,2529,91,50,349,545,218,198,336,518
2021-05-20,736,50,575,102,1518,58,816,2207,61,320,713,2533,92,50,349,545,218,198,336,519
2021-05-21,737,50,575,102,1518,58,817,2211,61,321,713,2537,92,50,352,545,218,198,336,519
2021-05-22,737,50,575,102,1518,58,817,2211,61,321,713,2538,92,50,353,545,218,198,336,519
2021-05-25,737,50,576,102,1519,58,817,2212,61,321,713,2539,92,50,353,545,219,198,336,520
2021-05-26,738,50,576,102,1519,58,818,2214,61,321,713,2542,92,50,353,545,219,199,336,520
2021-05-27,738,50,577,102,1519,58,818,2216,62,322,714,2544,92,50,353,545,219,199,337,521
2021-05-28,738,50,578,102,1520,58,818,2217,62,322,714,2544,92,50,353,545,219,199,337,521
2021-05-29,738,50,578,102,1521,58,818,2217,62,322,714,2545,92,50,353,545,219,199,337,521
2021-05-30,738,50,578,102,1521,58,818,2217,62,322,714,2545,92,50,353,545,219,199,338,521
2021-06-02,752,50,579,104,1533,61,820,2237,63,325,721,2550,96,50,354,552,220,201,338,526
2021-06-03,752,50,579,104,1534,61,822,2239,63,325,721,2554,96,50,355,552,220,201,339,527
2021-06-04,753,50,579,104,1536,61,823,2239,63,325,721,2557,96,52,355,554,220,201,339,527
2021-06-05,753,50,580,104,1536,61,824,2241,63,325,722,2559,96,52,355,555,220,201,339,527
2021-06-07,754,50,580,104,1537,61,824,2241,63,325,722,2559,96,52,355,555,221,201,339,527
2021-06-09,754,50,580,104,1538,61,824,2244,63,325,723,2561,96,52,355,555,221,201,339,528
2021-06-10,754,50,580,104,1539,61,824,2247,63,326,724,2564,96,52,355,556,221,201,339,529
2021-06-11,754,51,582,104,1541,61,825,2249,63,326,724,2566,96,52,355,556,221,201,339,529
2021-06-12,754,51,582,104,1541,61,825,2249,63,326,724,2566,96,55,355,556,221,201,339,529
2021-06-13,754,51,582,104,1541,61,826,2249,63,327,724,2566,96,55,355,556,221,201,339,529
2021-06-15,755,51,582,104,1542,61,830,2249,63,327,725,2566,96,55,355,556,221,201,339,529
2021-06-16,756,51,582,104,1543,61,831,2253,63,327,726,2570,96,55,355,556,221,202,339,530
2021-06-17,756,51,582,104,1546,61,831,2259,63,327,729,2573,96,55,355,556,221,202,339,530
2021-06-18,759,52,582,105,1547,61,831,2262,63,327,729,2577,96,55,355,557,221,202,339,530
2021-06-19,762,55,582,105,1547,61,831,2262,63,327,729,2580,96,55,355,557,221,202,339,530
2021-06-21,762,55,582,105,1549,61,831,2264,63,327,729,2583,96,55,356,558,221,202,339,530
2021-06-22,762,55,582,105,1551,61,831,2268,63,327,729,2587,96,55,356,559,221,202,339,530
2021-06-23,762,55,582,105,1553,61,832,2268,63,327,729,2589,96,55,357,560,221,202,339,530
2021-06-24,762,55,582,105,1553,61,833,2268,63,328,729,2589,96,55,357,560,221,203,339,530
2021-06-25,763,55,582,105,1553,61,833,2269,63,328,729,2590,96,55,357,560,221,203,339,530
2021-06-26,763,55,582,105,1553,61,834,2270,63,328,730,2592,96,55,357,560,221,203,339,530
2021-06-28,763,55,582,105,1554,61,834,2272,63,328,730,2594,96,55,357,560,221,203,339,530
2021-06-30,764,55,582,105,1556,61,834,2275,63,328,730,2597,96,55,357,560,221,203,339,532
2021-07-01,784,56,590,107,1575,61,835,2296,64,333,732,2605,96,55,358,570,228,205,339,537
2021-07-02,785,56,590,107,1576,62,835,2297,64,336,732,2610,97,55,358,571,229,205,339,540
2021-07-06,785,56,590,107,1577,62,835,2305,64,336,732,2618,97,55,358,572,229,205,339,540
2021-07-07,787,56,590,107,1578,62,836,2309,64,336,732,2627,97,55,358,574,229,205,339,540
2021-07-08,787,56,590,107,1581,62,836,2311,64,336,732,2628,97,55,359,576,229,205,339,540
2021-07-09,788,56,591,107,1583,62,836,2314,64,337,732,2631,97,55,359,577,230,205,340,541
2021-07-10,789,56,591,107,1585,62,837,2314,64,337,732,2632,97,55,359,577,230,205,341,541
2021-07-12,789,56,591,107,1585,62,838,2314,64,337,732,2632,97,55,359,577,230,206,341,541
2021-07-13,789,56,592,107,1585,62,838,2316,64,337,733,2633,97,56,359,577,230,206,341,541
2021-07-14,790,56,592,107,1587,62,839,2317,64,338,733,2636,97,56,359,577,230,206,341,541
2021-07-15,790,56,593,107,1591,63,842,2320,64,338,734,2640,97,56,360,578,230,208,341,541
2021-07-16,791,56,593,107,1592,63,842,2329,64,339,735,2643,98,56,360,584,230,208,341,543
2021-07-17,792,56,593,107,1592,63,842,2329,64,339,735,2643,98,56,360,584,230,208,341,543
2021-07-19,792,56,593,107,1592,63,842,2330,64,339,735,2644,98,56,360,585,230,208,341,543
2021-07-20,792,56,593,107,1593,63,842,2331,64,339,736,2644,98,56,360,585,230,208,341,543
2021-07-21,792,56,594,107,1593,63,842,2332,64,339,736,2645,98,56,360,585,230,208,341,544
2021-07-22,792,57,615,107,1594,63,843,2333,64,339,736,2647,98,56,360,585,230,209,341,544
2021-07-23,793,57,616,107,1595,63,843,2335,64,341,737,2651,98,56,360,586,230,210,341,545
2021-07-24,794,57,616,107,1595,63,843,2336,64,341,737,2651,98,56,360,586,230,210,341,545
2021-07-27,795,57,616,107,1596,63,843,2338,64,341,737,2654,98,56,360,586,230,210,341,547
2021-07-28,796,57,616,107,1596,63,844,2338,64,341,737,2655,98,56,360,586,230,210,341,547
2021-07-29,796,57,616,107,1598,63,844,2338,64,341,737,2656,98,56,360,588,230,210,341,547
2021-07-30,798,57,616,107,1599,63,845,2340,64,341,739,2661,98,56,360,588,230,210,341,547
2021-07-31,799,57,616,107,1599,63,845,2341,64,341,739,2663,98,56,360,588,230,210,341,548
2021-08-01,808,57,622,108,1614,65,845,2353,64,343,742,2664,98,56,360,591,236,211,342,553
2021-08-03,808,57,622,108,1614,65,847,2355,64,343,743,2666,99,56,360,592,236,211,342,553
2021-08-04,808,57,622,108,1614,65,847,2356,64,344,743,2667,99,57,360,592,236,211,342,553
2021-08-05,809,57,622,109,1616,66,849,2357,64,344,743,2671,99,57,360,592,236,211,342,553
2021-08-06,809,57,623,109,1617,66,849,2358,64,345,744,2673,99,57,361,592,236,211,342,553
2021-08-07,810,57,623,109,1618,66,849,2358,64,345,744,2674,99,57,362,592,236,211,342,553
2021-08-08,810,57,623,109,1620,66,849,2359,64,345,745,2675,99,57,362,593,236,211,342,553
2021-08-10,810,57,623,109,1620,66,850,2359,64,345,745,2675,99,57,362,593,236,212,342,553
2021-08-11,810,57,623,109,1622,66,851,2361,64,345,746,2679,99,57,362,594,236,212,342,553
2021-08-12,811,58,624,109,1622,66,851,2361,64,345,746,2679,99,57,362,594,236,212,343,553
2021-08-13,812,58,624,109,1622,66,851,2361,64,345,746,2679,99,57,362,594,236,212,343,553
2021-08-15,812,58,624,110,1622,66,851,2363,64,345,747,2680,99,57,362,594,236,212,343,553
2021-08-16,812,58,624,110,1623,66,851,2363,64,345,748,2680,99,57,362,594,236,212,343,553
2021-08-18,812,58,624,110,1626,66,853,2368,64,345,748,2688,100,57,362,597,236,213,343,554
2021-08-19,812,58,624,110,1626,66,853,2370,64,345,749,2689,100,57,362,599,236,213,343,554
2021-08-20,813,58,625,110,1627,66,853,2373,64,345,749,2691,100,57,363,600,236,213,343,555
2021-08-23,814,59,625,110,1627,66,853,2373,64,349,749,2695,100,57,363,600,236,213,343,559
2021-08-24,814,59,625,110,1627,66,855,2373,64,349,749,2695,101,57,364,600,236,214,343,559
2021-08-25,815,59,626,110,1627,66,857,2375,64,350,750,2695,101,57,364,601,236,215,343,559
2021-08-27,820,59,626,110,1637,66,857,2384,64,353,752,2713,101,57,368,602,237,215,343,560
2021-08-28,820,59,626,110,1638,66,857,2386,64,353,753,2715,101,57,368,602,237,215,343,560
2021-08-31,821,59,626,111,1638,66,858,2386,64,353,753,2715,101,57,368,602,237,216,343,560
2021-09-01,838,59,631,115,1660,71,860,2402,65,353,753,2719,102,57,373,610,241,216,343,564
2021-09-02,838,59,631,115,1662,71,861,2408,65,353,754,2723,102,57,373,614,241,216,343,567
2021-09-03,838,59,631,115,1662,71,861,2409,65,353,754,2723,102,57,373,614,241,216,343,567
2021-09-04,838,59,632,115,1662,71,861,2410,65,353,754,2723,102,57,373,614,241,216,343,567
2021-09-05,839,59,632,115,1663,71,861,2411,65,353,754,2723,102,57,373,614,241,216,343,567
2021-09-06,839,59,632,115,1663,71,861,2412,65,353,754,2724,102,57,373,614,241,216,343,568
2021-09-07,839,59,632,115,1663,71,863,2412,65,353,754,2724,102,57,374,614,241,217,343,568
2021-09-08,839,59,633,115,1664,71,863,2413,65,353,754,2725,102,57,374,615,241,217,343,568
2021-09-09,839,59,633,115,1664,71,865,2413,65,353,754,2726,102,57,374,615,242,218,343,569
2021-09-10,841,59,634,115,1665,71,865,2414,65,353,754,2727,102,57,374,615,242,218,343,570
2021-09-11,841,59,635,115,1668,71,865,2416,65,353,754,2729,102,57,374,615,242,218,343,570
2021-09-14,841,59,637,115,1668,71,865,2417,65,353,754,2730,102,57,374,615,242,218,343,570
2021-09-15,853,71,638,115,1668,71,866,2417,65,353,754,2743,102,57,374,615,242,219,343,570
2021-09-16,858,71,638,116,1668,71,867,2421,65,356,754,2743,102,57,374,615,242,219,343,574
2021-09-17,859,71,638,116,1668,71,867,2424,65,356,755,2746,102,57,374,615,242,219,343,575
2021-09-19,859,71,638,116,1668,71,867,2424,65,357,755,2746,102,57,374,615,243,219,343,576
2021-09-20,859,71,638,116,1669,71,867,2424,65,357,755,2746,102,57,374,615,243,219,343,576
2021-09-21,859,71,639,116,1672,71,867,2424,65,357,755,2749,102,57,375,616,243,219,343,576
2021-09-22,859,71,640,116,1673,71,868,2424,65,357,755,2750,102,57,375,616,243,219,343,577
2021-09-23,859,71,640,116,1673,71,868,2425,65,357,755,2751,102,57,375,616,243,219,343,577
2021-09-24,859,71,641,116,1674,71,868,2427,65,357,756,2752,102,57,375,616,243,219,343,577
2021-09-25,859,71,641,116,1674,71,869,2427,65,357,756,2752,102,57,375,616,243,219,343,577
